seq,module,level,name,card,type,label,description,label_ja,description_ja,XPath
5020,gl-taf,5,originatingDocumentIdentifierCode,0..1,gl-taf:originatingDocumentIdentifierCodeItemType,Originating Document Identifier Code,Originating document identifier code,発生元文書対象CVEコード,発生元文書の対象となるCVEのコード。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentIdentifierCode
5030,gl-taf,5,originatingDocumentIdentifierTaxCode,0..1,gl-taf:originatingDocumentIdentifierTaxCodeItemType,Originating Document Identifier Tax Code,Originating document identifier tax code,発生元文書対象CVE納税者コード,発生元文書の対象となるCVEの納税者コード。,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-taf:originatingDocumentStructure/gl-taf:originatingDocumentIdentifierTaxCode
5040,gl-srcd,4,richTextComment,0..*,gl-srcd:richTextCommentComplexType,richTextComment,,,,/xbrli:xbrl/gl-cor:accountingEntries/gl-cor:entryHeader/gl-cor:entryDetail/gl-srcd:richTextComment
5050,gl-srcd,1,richTextCommentCode,0..1,gl-srcd:richTextCommentCodeItemType,richTextCommentCode,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:richTextCommentCode
5060,gl-srcd,1,richTextCommentContent,0..1,gl-srcd:richTextCommentContentItemType,richTextCommentContent,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:richTextCommentContent
5070,gl-srcd,1,richTextCommentDescription,0..1,gl-srcd:richTextCommentDescriptionItemType,richTextCommentDescription,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:richTextCommentDescription
5080,gl-srcd,1,richTextCommentLocator,0..1,gl-srcd:richTextCommentLocatorItemType,richTextCommentLocator,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:richTextCommentLocator
5090,gl-srcd,1,summaryDecimals,0..1,gl-srcd:summaryDecimalsItemType,summaryDecimals,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryDecimals
5100,gl-srcd,1,summaryDecimalsINF,0..1,gl-srcd:summaryDecimalsINFItemType,summaryDecimalsINF,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryDecimalsINF
5110,gl-srcd,1,summaryDenominator,0..1,gl-srcd:summaryDenominatorItemType,summaryDenominator,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryDenominator
5120,gl-srcd,1,summaryEndDate,0..1,gl-srcd:summaryEndDateItemType,summaryEndDate,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryEndDate
5130,gl-srcd,1,summaryEntity,0..*,gl-srcd:summaryEntityComplexType,summaryEntity,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryEntity
5140,gl-srcd,1,summaryForever,0..1,gl-srcd:summaryForeverItemType,summaryForever,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryForever
5150,gl-srcd,1,summaryIdentifier,0..1,gl-srcd:summaryIdentifierItemType,summaryIdentifier,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryIdentifier
5160,gl-srcd,1,summaryInstant,0..1,gl-srcd:summaryInstantItemType,summaryInstant,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryInstant
5170,gl-srcd,1,summaryNumerator,0..1,gl-srcd:summaryNumeratorItemType,summaryNumerator,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryNumerator
5180,gl-srcd,1,summaryPeriod,0..*,gl-srcd:summaryPeriodComplexType,summaryPeriod,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryPeriod
5190,gl-srcd,1,summaryPrecision,0..1,gl-srcd:summaryPrecisionItemType,summaryPrecision,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryPrecision
5200,gl-srcd,1,summaryPrecisionINF,0..1,gl-srcd:summaryPrecisionINFItemType,summaryPrecisionINF,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryPrecisionINF
5210,gl-srcd,1,summaryReportingTaxonomyDescription,0..1,gl-srcd:summaryReportingTaxonomyDescriptionItemType,summaryReportingTaxonomyDescription,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryReportingTaxonomyDescription
5220,gl-srcd,1,summaryReportingTaxonomyHeader,0..1,gl-srcd:summaryReportingTaxonomyHeaderItemType,summaryReportingTaxonomyHeader,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryReportingTaxonomyHeader
5230,gl-srcd,1,summaryReportingTaxonomyID,0..1,gl-srcd:summaryReportingTaxonomyIDItemType,summaryReportingTaxonomyID,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryReportingTaxonomyID
5240,gl-srcd,1,summaryReportingTaxonomySchemaRefHref,0..1,gl-srcd:summaryReportingTaxonomySchemaRefHrefItemType,summaryReportingTaxonomySchemaRefHref,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryReportingTaxonomySchemaRefHref
5250,gl-srcd,1,summaryScenario,0..*,gl-srcd:summaryScenarioComplexType,summaryScenario,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenario
5260,gl-srcd,1,summaryScenarioContents,0..1,gl-srcd:summaryContentsItemType,summaryScenarioContents,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioContents
5270,gl-srcd,1,summaryScenarioExplicitDimension,0..*,gl-srcd:summaryScenarioExplicitDimensionComplexType,summaryScenarioExplicitDimension,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioExplicitDimension
5280,gl-srcd,1,summaryScenarioExplicitDimensionElement,0..1,gl-srcd:summaryDimensionItemType,summaryScenarioExplicitDimensionElement,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioExplicitDimensionElement
5290,gl-srcd,1,summaryScenarioExplicitDimensionExpressionValue,0..1,gl-srcd:summaryExplicitDimensionExpressionValueItemType,summaryScenarioExplicitDimensionExpressionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioExplicitDimensionExpressionValue
5300,gl-srcd,1,summaryScenarioExplicitDimensionValue,0..1,gl-srcd:summaryExplicitDimensionValueItemType,summaryScenarioExplicitDimensionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioExplicitDimensionValue
5310,gl-srcd,1,summaryScenarioSimpleElementContent,0..*,gl-srcd:summaryScenarioSimpleElementContentComplexType,summaryScenarioSimpleElementContent,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioSimpleElementContent
5320,gl-srcd,1,summaryScenarioSimpleElementContentElement,0..1,gl-srcd:summarySimpleElementContentElementType,summaryScenarioSimpleElementContentElement,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioSimpleElementContentElement
5330,gl-srcd,1,summaryScenarioSimpleElementValue,0..1,gl-srcd:summarySimpleElementValueItemType,summaryScenarioSimpleElementValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioSimpleElementValue
5340,gl-srcd,1,summaryScenarioTypedDimension,0..*,gl-srcd:summaryScenarioTypedDimensionComplexType,summaryScenarioTypedDimension,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioTypedDimension
5350,gl-srcd,1,summaryScenarioTypedDimensionElement,0..1,gl-srcd:summaryDimensionItemType,summaryScenarioTypedDimensionElement,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioTypedDimensionElement
5360,gl-srcd,1,summaryScenarioTypedDimensionExpressionValue,0..1,gl-srcd:summaryTypedDimensionExpressionValueItemType,summaryScenarioTypedDimensionExpressionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioTypedDimensionExpressionValue
5370,gl-srcd,1,summaryScenarioTypedDimensionValue,0..1,gl-srcd:summaryTypedDimensionValueItemType,summaryScenarioTypedDimensionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScenarioTypedDimensionValue
5380,gl-srcd,1,summaryScheme,0..1,gl-srcd:summarySchemeItemType,summaryScheme,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summaryScheme
5390,gl-srcd,1,summarySegment,0..*,gl-srcd:summarySegmentComplexType,summarySegment,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegment
5400,gl-srcd,1,summarySegmentContents,0..1,gl-srcd:summaryContentsItemType,summarySegmentContents,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentContents
5410,gl-srcd,1,summarySegmentExplicitDimension,0..*,gl-srcd:summarySegmentExplicitDimensionComplexType,summarySegmentExplicitDimension,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentExplicitDimension
5420,gl-srcd,1,summarySegmentExplicitDimensionElement,0..1,gl-srcd:summaryDimensionItemType,summarySegmentExplicitDimensionElement,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentExplicitDimensionElement
5430,gl-srcd,1,summarySegmentExplicitDimensionExpressionValue,0..1,gl-srcd:summaryExplicitDimensionExpressionValueItemType,summarySegmentExplicitDimensionExpressionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentExplicitDimensionExpressionValue
5440,gl-srcd,1,summarySegmentExplicitDimensionValue,0..1,gl-srcd:summaryExplicitDimensionValueItemType,summarySegmentExplicitDimensionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentExplicitDimensionValue
5450,gl-srcd,1,summarySegmentSimpleElementContent,0..*,gl-srcd:summarySegmentSimpleElementContentComplexType,summarySegmentSimpleElementContent,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentSimpleElementContent
5460,gl-srcd,1,summarySegmentSimpleElementContentElement,0..1,gl-srcd:summarySimpleElementContentElementType,summarySegmentSimpleElementContentElement,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentSimpleElementContentElement
5470,gl-srcd,1,summarySegmentSimpleElementValue,0..1,gl-srcd:summarySimpleElementValueItemType,summarySegmentSimpleElementValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentSimpleElementValue
5480,gl-srcd,1,summarySegmentTypedDimension,0..*,gl-srcd:summarySegmentTypedDimensionComplexType,summarySegmentTypedDimension,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentTypedDimension
5490,gl-srcd,1,summarySegmentTypedDimensionElement,0..1,gl-srcd:summaryDimensionItemType,summarySegmentTypedDimensionElement,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentTypedDimensionElement
5500,gl-srcd,1,summarySegmentTypedDimensionExpressionValue,0..1,gl-srcd:summaryTypedDimensionExpressionValueItemType,summarySegmentTypedDimensionExpressionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentTypedDimensionExpressionValue
5510,gl-srcd,1,summarySegmentTypedDimensionValue,0..1,gl-srcd:summaryTypedDimensionValueItemType,summarySegmentTypedDimensionValue,Declared in the XBRL GL taxonomy but not reachable from gl-cor:accountingEntries in the selected profile sequence.,,,/xbrli:xbrl/gl-srcd:summarySegmentTypedDimensionValue
